,video_id,title,channel_id,channel_title,view_count,comment_count,wikipedia_categories,duration,comments
41,S3TwGJRGUSc,DVBBS &amp; Bad Nonno - Inside Out (Official Music Video),UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,34533,80,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M54S,"['Thanks for the support 🙏', 'Que temazo dios mío!! 💣🔥', '😭', '🫠❤️', 'his retry of the feat of 2013 with tsunami but things have changed', '😊🔥', 'Is garib ko bhi koi subscribe kardo Jo karega uske mata pita ki Umar 100 se 200 saal ho', 'Gang 🤟', '👌', 'this song makes me go back to my youth :)']"
42,4zITihTRuYA,Shinta Arsinta feat Mas Handhi - Cintaku | Sagita Assololley | Dangdut (Official Music Video),UC7J5Aaa2VxR3YNsewikrrqg,ENY'S PRODUCTION,33014,268,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",PT6M11S,"['Luwih marem yen karo arya galih', '👌👌👌👌👌', 'cocok....duetnya suaranya setel....', 'Request pujaan hati kangen band', 'Yuk gaskeun trending kan 🎉❤', 'Peh masht handy dulurku 😂😂', 'gas trendingg❤🎉', 'Undang delva dong min duet mbak Shinta lagu sakit rindu \nSukses untuk sagita', 'Jek penak mas arya glih, sing iki ra nyeni blas', 'Waduh waduh kok mantap banget ya lagu nya emosinya langsung hilang ni boss👋👋👋👋👋😀🤣👍👍👍👍']"
43,T6LfxVgGYU4,Flight - I Really Hate U (Official Music Video),UC_k0qgMNIW2VmTQKjFsbXDw,FlightReacts,31029,437,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT2M4S,"['I LOVE DIS NGGA MUSIC YO', 'I gotta react to this bro hurtingggg', 'I see alot of potential here', 'Flight love the beat choice in this drop. I would love some more lyrics or just some faster type bars on the same style beat. I think u could get poppin this year off yo music. 💯 keep that shi up', 'W', 'Opium Reacts', ""this song actually good. I can tell you've been working on your craft flight"", 'Well damn flight', 'Came from the Sad Story reaction vid xd', 'We went from “Dutt” to this shit 🤦\u200d♂️']"
44,6c6DY24wMqE,Mr Eazi - Òròkórò (feat. Angélique Kidjo) [Official Music Video],UCSytDzPOmj1YV4_ctQOIdhg,Mr Eazi,30236,149,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Latin_America']",PT3M26S,"[""J'adore ça depuis la 🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩🇨🇩 je suis ton fan, courage mon artiste"", 'Eazy and mama Africa on the same truck can never disappoint ❤', 'Wakanda music 🥺🥺🥺', 'I was getting bored until she came in!', 'Two Yorubas( One a legend and the talented other) doing great justice to a song showcasing the culture,art and lifestyle of their race..', '👏🏾👏🏾👏🏾', '+229 Proud of you', 'I feel mama kidjo on this one. She made me subscribe to Mr Eazi YouTube account.❤❤❤', ""Quand deux vraix  talent s'unissent❤"", 'Easy Easy 🔥']"
45,QbhGvg1aGN4,DEMON FEAT Duke - HANYA - (OFFICIAL MUSIC VIDEO),UCVaVBXo6_w8N499hhnkxJ_A,DEMON 324,28423,112,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT2M50S,"['Demon 9sar mzyan mis 5so media bash ytla3', 'Bravo 👍💪', 'Ach had khraaa kitla3 f tendance marocaine dislikew 9lawi 😂', 'Drari finkom asahbi, tl3o tafa3ol', 'هاد الاغنية متأكد غتولي تريند', 'متابعة من أجل الزبييييير. 👌👌', 'Music ✔️ clip ❌', '❤❤', '24k vue sababach ulh ma3erafna sabab😂', 'Khay demon blama tzid dir frask dahk w9lblk 3la chi concept tfhm fih ama rap rak akatkhra lina fwdnina']"
46,KRxHaT0bTH8,Alec Benjamin - Pick Me [Official Music Video],UCtWBCzqucZXq0M8jsqunM0g,Alec Benjamin,32383,582,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M55S,"['Hope you guys like the new song and video ! :) more to come .. tried something different with this video and had a lot of fun making it', 'Will you ever be on tour I would love to see you live❤', '🍃', 'This is a heartfelt video and song.', ""Cute video! I'd pick you, Alec! ❤"", 'This song hits so different 🔥. Holy moly. Thanks Alec for releasing this song and a music video.', 'Lyrics:\nIs it lying if I add a couple inches to my height?\nSay I\'m 5\'11"" when I\'m really just 5\'9""\nAm I trying too hard, tell me, with these tired pickup lines?\nBaby, when you fell from Heaven, did it hurt or are you fine?\n\nWe can say that we met at a party\nOr at the park or through our friend Charlie\nSomething we\'ll probably forget\nAnd then have to make up again\nWe can say that we met doing yoga\nOr at the coffee shop over mochas\nSomething we\'ll probably forget\nAnd then have to make up again\n\nPick me if you need a guy within a hundred miles\nWho likes tea, is a Gemini, has family in Ohio\nIs free this Friday night and just might make you smile\nI know there\'s other fish in the sea\nBut pick me\n\nIs it lying if I tell you that I went to USC\nEven though I didn\'t graduate and had a 2.3?\nAm I trying too hard, tell me, if I say you\'ve got to be\nThe most flawless specimen, you\'re better than I\'ve ever seen?\n\nWe can say that we met at a party\nOr at the park or through our friend Charlie\nSomething we\'ll probably forget\nAnd then have to make up again\nWe can say that we met doing yoga\nOr at the coffee shop over mochas\nSomething we\'ll probably forget\nAnd then have to make up again\n\nPick me if you need a guy within a hundred miles\nWho likes tea, is a Gemini, has family in Ohio\nIs free this Friday night and just might make you smile\nI know there\'s other fish in the sea\nBut pick me\nBut pick me, mm\n\nIm here waiting, undeterred\nMy heart is aching, but still no word \n\nPick me if you need a guy within a hundred miles\nWho likes tea, is a Gemini, has family in Ohio\nIs free this Friday night and just might make you smile\nI know there\'s other fish in the sea\nBut pick me\nBut pick me, mm', '“What’s your addiction?”\nMe: Alec Benjamin, his songs', 'ABSOLUTE banger', ""This song is so amazing I can't even describe it with the proper words""]"
47,P28eJafMaGE,Felo Le Tee &amp; Focalistic - Ka Lekeke (Official Music Video),UCQ1qJ99oI0qbnHz4oFViVKg,Felo Le Tee,37724,177,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT4M8S,"['🔥🔥🔥🔥', 'Zaza suck suck 😂', 'Fire 🔥', 'How Are you', 'is Too Much Music Video  🙆\u200d♀🙆\u200d♀🙆\u200d♀ 🎥🎥🎥 🚨🚨🚨 🔥🔥🔥🔥🔥', 'This song must be sold in pharmacy because it heals😢😢', 'I’m not sure who the the other yout is but I rate focalistic to the max…top shotta 👊🏽💪🏽🇬🇧🇯🇲🙏🏽', 'Incredible', 'Foca o burner tsa felo🔥', 'I was expecting sis Maria 😭😭😭😭😭']"
48,knUn8QGkbsI,LA Tone - Slide Bout It (Official Music Video),UCxwrqIf9736o3IZ-oVhQqbA,La Tone,31275,159,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",PT2M19S,"['🔥🔥🔥', '❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥❤️\u200d🔥', '🌪️🌪️🌪️🌪️🌪️', 'Word is he breathing through a straw from out his butt! and his whole room smell like boo boo 😂💩💩', 'too hard !', 'Skinoooooooo 🤍🤞🏻🤞🏻', 'Keep it up 💪', ""I see this shorty in Riverside Mall one day he ain't have that same energy tsw"", 'Back on bs', 'Let me get that puppy 🐶 ⁉️']"
49,JLfS_swCBbQ,glaive - huh (official music video),UC99-EheTUUxh_CCY17u-cLg,glaiveVEVO,25928,582,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M10S,"['im getting a quadeca vibee!', '13 years later still get the chills 🔥', 'like this comment when you love glavie and you hate your opps', 'huh huh huh huh', 'HUH HUH HUH HUH', 'theres bugs in my brain theres bugs in my brain', 'Old glaive pls come back', 'Huh 🤔', 'Thanks grunk for another banger', 'cant wait for full ep']"
50,JlH7eLdf1sA,بعملها كده - عنبه ( الحمد لله لوحدي حمله ) 2024 ‏ (Official Music Video) 3enba - b3melha Kda,UCy2rdGINR2BUqZoJEQ3Cz0g,مصطفى عنبه _ Mostafa 3enba,25672,309,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT2M15S,"['كل ٣ ايام كليب جديد 🍇🔥', 'جامد', 'ليش لابس وردي لاحول ولاقوة الا بالله', 'يارب عنبه يشوف الكومانت وبقا اكتيشافو الاب الروحي عنبه البلاد', 'والله ياعنبه انامفطوم علي اغنيك وي باكتيب كلام حلو ونتا احلا طبعن بس نافسي في الفورصاه', 'عناب❤❤', 'انت جامد❤', 'جامد ❤', 'انت حبيب قلبي يا عنبه يا قلبي❤❤❤', 'بحبك اوي يا عناب']"
51,8rKsxf5D-48,BABYMETAL – メタり！！ (feat. Tom Morello) (OFFICIAL Live Music Video)　#Shorts,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,26444,71,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",PT28S,"['彼らがエクアドルに来るとき、私は彼らをとても尊敬します 😻', 'This is hype!!', '😊😊❤❤❤❤❤', ""It's a shame that when they had their concert in Indonesia I didn't have time to attend it"", '모아짱사랑해❤❤❤', 'amazing performers; give it their all for ""The One""!', 'This is an amazing song, video is great, but I know live is beyond butt kicking and awesome. I would be happy to see Babymetal perform in Alabama, yes I would love to be able to see Babymetal perform in person, but to see them perform in ANY part of my home state would be amazing. But I can dream, can I?\n\nKitsunes up world 🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊🦊', ""Let's go"", 'How to ruin perfect song with shitty video.', 'aquí los fans de BABYMETAL🤘❤']"
