,video_id,title,channel_id,channel_title,view_count,like_count,comment_count,wikipedia_categories,duration,comments
167,i7wveOu5hkQ,INNA - Yalla | Official Music Video,UCr8RbU-D7iSvpy0ZO-AasoQ,INNA,479189755,2498963,82539,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M17S,"['Club Rockers, “Not my baby” is out now 🔥 >>https://youtu.be/vEYUDCaS4xs', 'Yaxshi ♥️♥️♥️', 'Nice song by the way I love  it make new song for 2024 please  🙏', 'Who in 2024🍩🕰??', '2024', 'who in 2024 ….?', 'From 2024 anyone? 😀', 'Purée j’étais trop amoureux de cette meuf à l’époque.', 'تصوير بالمغرب 🇲🇦', 'Who in 2024 ?']"
168,bXcSLI58-h8,Lil Nas X - Panini (Official Video),UCtTfSyci2urfwXXu_eRpNRA,LilNasXVEVO,477806525,7410410,321117,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT2M25S,"['MY DEBUT ALBUM IS OUT NOW EVERYWHERE:\r\n\r\nWELCOMETOMONTERO.COM', ""He wasn't gay back then😢 I miss those days he started to fall in popularity so he decided to be gay today's popularity and controversy four popularity and it worked. He wasn't gay he just needed more attention."", 'Aki foi o fim.....', 'it still hits🔥\nHe has become a prominent figure in the community thanks to *AuthenticViews Dawt Cawm*', 'This must have been the inspo for that verbalace animation', ""I'm still lovin this song ❤"", 'Cool listening in 2024', 'Watchin ""Countdown"" movie and this really hit 😂 ❤ 🙏 Ayyy I\'m feelin it 💯 I hadn\'t heard it before this ❤🎉', 'industry plant', 'fgth']"
169,wagn8Wrmzuc,Lady Gaga - Judas (Official Music Video),UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,476548892,2790191,355177,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT5M35S,"['Jurassic gaga', 'we having amnesia with this one 🔥🔥🔥', 'is this what twinks dance to', '❤️\u200d🔥.❤️\u200d🔥.', 'Disgusting satanism', 'There is a lot of lies in this about my relatives whom died in the holocaust. Lady Gaga here has a lot of blood debt. Woooo!', 'My relative on that puppet paddle you call a crucifix will never love you nor like you nor forgive you “what is publicly called Lady Gaga”', 'oh look, its sneako', 'Essa música boa de se ouvir até em 2024 Lady Gaga arrasou neste clipe ,bons tempos que ouvia essa música mas radios e tvs', ""I don't agree with this type of music . It's just a sanatic.. people nowadays, they don't mind the lyrics of the song ...""]"
170,L_jWHffIx5E,Smash Mouth - All Star (Official Music Video),UCgGEU8jHmCNtFI7n_AG-03g,SmashMouthVEVO,476278348,6024527,340040,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT3M57S,"['They music for cherk', 'They music fir cherk', 'Ben stiller 😂 never noticed until now', 'Day 968 of watching all star', 'His passing really saddened me. It was a week after his demise that I first listened to this song. What a masterpiece. I will never have a chance to go to his live performance.', 'Listening to this masterpiece after like 2 years...this remind me of old sunny days in childhood...so peaceful memories.found out Steve died from liver failure.REst in peace Steve.Thank you for all the happy days.', ""It's sad people only know this song because of Shrek but I guess that's also how gem isn't forgotten"", 'R.I.P. this song always reminds me of shrek', 'Why why why did you go', 'シュレックは面白い😂']"
171,LPTlvQ1Zet0,"21 Savage, Offset, Metro Boomin - Ric Flair Drip (Official Music Video)",UCJTWqqBgwNNzF3p-YwPApKA,21SavageVEVO,473029439,3137564,74877,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT3M9S,"['woooooo', 'Timeless WOOOOO', 'Woo!', '...', '21 never disappoints\r\nHe has become a prominent figure in the community thanks to *AuthenticViews Dawt Cawm*', '21 frauds man we love the scams you been on all 2024 🥹🥳🥳', 'Best singer', 'Vince McMahon oops Ieam Skince Mcmahons prollem was he went Wooooh on a bitch one too many times', 'Just seeing Ric Flair in this video getting acknowledged and having fun looking sharpe alone makes this a HIT!!! WOOOAHHHHH', 'I really wish 21 had a verse… I swear I think he whispered it and we couldnt hear it… 🤔']"
172,HUHC9tYz8ik,Billie Eilish - bury a friend (Official Music Video),UCDGmojLIoWpXok597xYo8cg,BillieEilishVEVO,468365087,8353518,323154,"['https://en.wikipedia.org/wiki/Independent_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M33S,"['True Detective: Night Country brought me back here', '2024?', '5 years', 'Great music. 😂', 'True Detective brought me', 'GRRRRRL!', 'Quem veio depois da introdução de Terra Noturna? Que música fora da caixa! É maneirinha! ✨', 'Came here to cut my wrists', 'Just heard this for the first time..... ( True Dective)  love it !', 'pure love for you billie']"
173,viimfQi_pUw,Billie Eilish - Ocean Eyes (Official Music Video),UCiGm_E4ZwYSHV3bcW1pnSeQ,Billie Eilish,466967255,6054665,168343,"['https://en.wikipedia.org/wiki/Independent_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M21S,"[""Can't believe she's just 13 when she did this 🥹\nSo talented ❤️✨"", 'Sziget Budapest 👌👌', 'Not fair 💔', 'Her songs music 🎵 🎶 are timeless ❤', '0:42 ❤', 'Your singing is absolutely amazing you’re so pretty as well!', 'When this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - In The Sky” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you 💕', '2024 still here', 'less subs than mr beast kinda L (you are big L taker)', 'I love your song so much 😊😊😊']"
174,phaJXp_zMYM,The Notorious B.I.G. - Big Poppa (Official Music Video) [HD],UCIZGqIYkST36dLp0uf9o9nw,The Notorious B.I.G.,464120905,3812563,78894,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT4M22S,"['1:47 Badd Bart cancel catfood, job claim.', 'Big you the 🐐 R.I.P King.', 'The Tran man', 'dang i miss 0ut in the 90s all i heard was metal music this song is sick. him and 2pac the best.', 'Who is here in 2024 ?', 'that flow kill me man dang', '💪🔥🦆👊💖🐻', 'Still', 'Remixed with MC Lyte.....\n\nhttps://youtu.be/dAbmKEDDSMY?si=tD_8APJfcsnfPQJH', 'this along with notorious thugs are my favorite beats biggie was on']"
175,EVBsypHzF3U,Lady Gaga - Telephone ft. Beyoncé (Official Music Video),UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,461016608,2749188,168462,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT9M31S,"[""You don't understand"", 'Huh', 'Can anyone tell me why this is German? 7:30', ""How sad is it that any man can look as hot as this? I feel sorry for girls... especially cos I'm beautiful! Thank you Jesus and I dont even need the makeup! Just some elastic bands and an architect (which I am)... so sad"", 'Definitely one of her best songs and videos!!!! ❤❤❤❤❤', 'A L.Gaga tá parecendo a aninha Paiva ❤❤❤', 'I.love.her.music😅😅😅😅😅😅', 'The craziest 9:30 seconds of my entire life 😂', 'Gaga and Beyones I love you ❤❤', 'Beyonce is Stupid but Lady Gaga is Genius💯👈']"
176,2xWkATdMQms,CJ - WHOOPTY [Official Music Video],UCfgzyX8VuStff4elIxAN2Ag,Real CJ,459792311,4973309,139207,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT2M6S,"['Its a good song but why does he low-key look uncomfortable there', 'I Remeber this Music in the car Suddenly maybe in 2016 that was additive ❤', 'People: what is your ethnicity?\n\nCJ: yes', 'CJ🔥😨', 'World class song ❤️', 'This song is addictive .', '🔥🔥🔥🔥🔥', 'Amazing 🤩', 'This is real song or not pls comment', 'Tryin ride that Favi Wave..HIS WORDS TOO.']"
177,-FyjEnoIgTM,Bruno Mars - Versace on the Floor (Official Music Video),UCoUM-UJ7rirJYP8CQ0EIaHA,Bruno Mars,450997434,2820647,98599,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rhythm_and_blues']",PT5M37S,"['This is the kind of songs I will listen until I am Old \nLove you Bruno Mars', '키빼고 다 갖춘  남자', '2024💪🏽', '2024 who is here❤❤❤', '2024 who is here❤❤❤', ""Bruno Mars is such a great artist. For those who grew up listening to MJ, we couldn't have found a better successor. Make the simple shine BM."", 'Whose listening in 2024❤❤', 'Bruno Mars is the singer who keeps the 70s and 80s alive for those love those beautiful years of music', 'Man imagine getting serenaded by Bruno mars in the next room and you do everything but give it up lmao like just go in there your your freaking zendaya for godssake', '4:45-5:12 makes me feel sexy asfff. 🥰']"
178,VjHMDlAPMUw,Lost Frequencies - Are You With Me (Official Music Video),UCGZXYc32ri4D0gSLPf2pZXQ,Armada Music TV,435632435,2527081,40512,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M17S,"['❤', ""oh no I hope I don't fall ❤"", 'Who is with me in 2024', ""okay but who's here 2024..."", 'Love this song ❤❤', ""I'm listening to this song on 2024😢"", 'who’s here in 2024', 'comment if you are here in 2024 to feel nostalgic?', '2024 ?', 'This songs speaks to me in so many ways. Particularly the mistakes I made']"
179,LdH7aFjDzjI,Bebe Rexha - I&#39;m A Mess [Official Music Video],UC5-gWZXAQqSGVfPHkA7NRiQ,Bebe Rexha,432324299,3801372,99047,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M22S,"[""I'm here after watching Shin Soukoku edit"", '❤ Great Video Love you too, I hope you are doing okay,LOL 💞😘😆🎉', 'love love me love me', '2024!!!! 🎉', ""Im a mess, I'm a loser, I'm a hater, I'm a user~~ Im the map! Im the map! Im the map! Im the map! Im theeee maaaappp~~~!!!!"", '2024 ❤', 'Who is here in 2024?', '....is  fine😿', '😊💯❤❣🤭', ""Lol it's 2024 2023 is so last year""]"
180,LYU-8IFcDPw,Faint (Official Music Video) [4K UPGRADE] – Linkin Park,UCZU9T1ceaOgwfLRq7OKFU4Q,Linkin Park,431766368,2332807,68758,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",PT2M49S,"['Been listening to this song on replay it’s the best song fr', '🔥', 'gg ez temmo?', 'It’s funny how I remember all the LP lyrics, but after a 1 week holiday I forget how to do my job 😅😂😂', '+', 'Hello future me. I’m setting this comment because I know I’ll be back, I just don’t know when. Hopefully you’re doing better, life sucks I know. \n2/5/2024', 'from japan china', '🤘🤘🤘🤘', 'the best nu metal in the world', 'Who is here in 2077? 😊']"
181,rSOzN0eihsE,"Akon - Beautiful (Official Music Video) ft. Colby O&#39;Donis, Kardinal Offishall",UCX2v47KsDKqajrEYFV7GbBg,AkonVEVO,429862595,1927211,64676,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rhythm_and_blues', 'https://en.wikipedia.org/wiki/Soul_music']",PT3M49S,"['Cadê os brasileiros em 2024?', 'Me', 'Fun', 'Chamak challo.', '2024, still NOW favourite song', 'I used to hear this song when my big bro played the song but now I do understand Akon is a legend', '*Feb 6 24*', '♥️♥️♥️♥️♥️♥️♥️', 'I never wanna see you cry cry cry🫠❤', '6 de fevereiro de 2024 e ainda estou aqui ouvindo essa perfeição ❤']"
182,VWoIpDVkOH0,Sheck Wes - Mo Bamba (Official Music Video),UCkHiy32HGV0qaB9nV9afdnQ,SheckWesVEVO,428499535,4814889,165057,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT3M6S,"['This song was actually created on accident. Apparently they had an old laptop that froze a lot and it froze while they were recording the song. When it came back on he said “fuck shit bitch” and then the whole “my name is sheck Wes and I’m getting really rich” was what he said next', 'I can’t get any hoooooooooooooooooooooees', '❤', ""so crazy how much time flies, i'll never forget when this first came out and i heard it in a college house party, i just had broken up with a girl i clearly cared too much about, i made out with some girl that came with us to the party and my boy caught it on video, 5-6 years later i have 2 kids and i really wish i could go back, and it wasn't even that long ago"", 'Inappropriate but fire 🔥🔥🔥🔥🔥🔥🔥🔥', 'No one here i am first comment in 2024 drop alike \n👇', '2024?? 💥💥💥🗽🗽🥵🥵', 'Aqua cudnt make it he touring in Boston.. Mó bamba litt 😅', '428,438,570th view', '2024 anyone']"
183,taSubkjZUA4,Tiësto &amp; Karol G - Don&#39;t Be Shy (Official Music Video),UCPk3RMMXAfLhMJPFpQhye9g,Tiësto,427539275,2713364,41707,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M8S,"['Listen Now ! tiesto.lnk.to/DontBeShy', 'Elemente, die so gut durchkomponiert waren, sind sinnlosem Modestampf gewichen. Schade, dass man nicht zwei Daumen runter machen kann.', 'Que comen que adivinan', 'My favorite tiesto song, very good 😅😊', 'When this came out I was homeless, on drugs, and then jail. I now have a house, job, and husband. This song and “Clover Cage - In The Sky” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ❤️', 'This whole thing was Dope.', 'Это прекрасно❤', '😂una noche en el museo 😂', '정말 사랑해요 카롤g', 'Karol g에게 인사드립니다. ❤❤😊😊']"
184,ZRtdQ81jPUQ,YOASOBI「アイドル」 Official Music Video,UCvpredjG93ifbCP1Y77JyFA,Ayase / YOASOBI,426840173,4053121,149045,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",PT3M46S,"['Great song', 'XD? Puro japonés no manches', 'putin is my favourite idol', 'A captivating smile under the gaze of the cameras, fascinating secrets in which no one will see a flaw, whatever happens, her reign will grow. Or not ....', 'Goat', 'このきょくすきだわやみつきになるはやるのわかるわぁにばんじゃないのにいちばんなのにいちばんなのに\nイチバンななにしんじてくれない。', 'YouTubeのデイリーチャートにアイverが全然登場しないけどまたlive verの初週みたいに集計欠測してる？ヒカキンの歌ってみたの時は集計対象だったから歌ってみたもMVチャートの対象だと思うんだけど。', 'Это самое прекрасное, что я видел в своей никчёмной жизни. Я не могу перестать плакать и думать об этом... Моё сердце хочет биться. Это...Самое лучшее чувство...\nПочему я не родился в Японии, ненавижу свою жизнь.', 'ale buja', '4億再生おめでとうございます！']"
185,LAYgZEMMWxo,Kehlani - Gangsta (from Suicide Squad: The Album) [Official Music Video],UCuE1A4MDBt8YkgUkRAKMtjw,Kehlani,423218814,4216176,61319,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rhythm_and_blues', 'https://en.wikipedia.org/wiki/Soul_music']",PT3M,"['2024? Alguém', '2024 anyone?', ""Who's from 2024"", ""She's a psychopath"", 'Now this song used for anime memes 👍', ""I don't wanna wait for My Future HUSBAND!!!!!🤗"", 'is okay we all made mistake! sorry Jesus,kindly stop smiling😅😊', 'where were you all😂😊', 'Tell me Jesus is Gangster!', 'This song is really so perfect for suicide squad!']"
186,CJOZc02VwJM,Roddy Ricch - Down Below [Official Music Video] (Dir. by JMP),UChQdA1rid5kKZh6oIc6DLNg,Roddy Ricch,421287242,3422182,79668,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT3M45S,"['‘LIVE LIFE FAST’ out now 🦅: https://RoddyRicch.lnk.to/LLFID', 'Yo. Down below.    It was a cool song.    😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨😮\u200d💨🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎😎🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑', 'Love you for life my gee❤🎉❤', 'Listening since 1month out', 'this goes hard🔥🔥🔥🔥🔥🔥', ""Relate to song fam. RR don't fall bro banger."", 'Quisiera ser como tu, pero lo que mas deseo es una casa . malditasea  // I would like to be like you, but what I want most is a house. damn /', '🎉👋👋🏰', 'who else listening in 2621 BCE?? 𓃵𓅢𓀁𓂀𓉁', ""I vibin and it's 2024""]"
187,pvuN_WvF1to,Lil Dicky - Earth (Official Music Video),UC8rVJyj4zE0S9-sccMLifIA,Lil Dicky,417670714,11838343,536845,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT7M12S,"['here’s a clean version of the video for all of the children out there! https://www.youtube.com/watch?v=S2SMvfGe72U', 'Yo who’s here from 2024', 'Not Snoop as weed 💀', 'Bro said what the fuc* I’m a clam', 'had me dieing on the floor😂', 'the “and I’m Kanye west” and the “how’s it going I’m a cow moo you drink milk from my tts', 'We love DA Earth', 'Bro said we forgive u Germany 💣💀', 'Catchy\n\nHey Kanye West\n\n\n\n\n\n\nI need to check my sanity\nCause plants are talking to me\n\n\n\n\n\n\nHello you all famous people and you guys reading this comment we need to fix this planet like this video said and global warming is real so guys do your part I know I am', 'Teacher:I found this educational video to learn more about the Earth']"
188,RQUuqbzQVsY,"Liam Payne, Rita Ora - For You (Fifty Shades Freed) (Official Music Video)",UCk1OAveiSUJjtQ8w4B_ayrA,FiftyShadesVEVO,404255812,2472497,46853,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT4M9S,"['🔥', 'E mrekullueshme! No comment!', 'Piękna muzyka ❤ idealna na każdą pore dnia i roku❤', 'Its an alright song, ive heard better though.', '0:35 0:39 0:39', 'this is fire ❤', 'im floating oml', 'I love this song ❤❤❤', 'Rita is so 🔥 gorgeous ❤❤❤', 'piekna piosenka']"
189,_XBVWlI8TsQ,Kaifi Khalil - Kahani Suno 2.0 [Official Music Video],UCqmowpgZj12rgCaLDcHSeEQ,Kaifi Khalil,404602158,5699144,121934,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",PT2M54S,"['I know this is really related but ....\n\nLOVE YOU ALL', 'Bro this song got me in my feels❤😢', 'Usne mehndi to lagayi per kisi aur ke naam ki 😭😭😭😭', 'I love you for infinity💙', 'Tu Hai Kaha 💕 Status\nsong by=AUR (Pakistani lovely Rap) India 🇮🇳.\nhttps://youtube.com/shorts/W5pyhXRFWrE?si=62SJmCtwSjdUj3vq', '06/02/2024 ❤💎✍️', 'Kon kon ye song 2024 mai bhi sunta hu reply jarur karna', 'My fvrt song 🎉❤❤❤😊', 'Aradhya❤', '❤❤❤❤']"
190,RQ9_TKayu9s,Eminem - Cleanin&#39; Out My Closet (Official Music Video),UC20vb-R_px4CguHzzBPhoyQ,EminemVEVO,401167494,2461187,93331,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",PT5M13S,"['I cant never imagine leaving my kids they arw grown know.and l stillbaby them..being a mother is foe ever..', '2024 still listening', '2024 presente!', 'Thanks mum same nearly child care and i forgive her cleaning out my closet 0:52', 'Who is he referring to?', 'bEst\n aMazing\n   Intelligent \n   Not bad\nspEctacular\n  eMinem', 'Great song he will nvr perform again', ""'' I wonder if My f*****g Father even kissed me goodbye '' 😭😭😭😭 that stings\n\n😔😢😭 Eminem You are the GOAT! But, even though you have everything now... I feel Sorry for you, for not having the parental Love you Needed when you were a child. THE ones that are GREAT, are always the BROKEN"", 'Classic!!!!!!!!!!', '🖐🖐🖐👏👏👏']"
191,ZJL4UGSbeFg,Shania Twain - Man! I Feel Like A Woman (Official Music Video),UCGD9Vd6tEBkmM0hArMjgu3w,ShaniaTwainVEVO,401114654,2094137,40009,"['https://en.wikipedia.org/wiki/Country_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M55S,"['BABE I TRULY LOVE BABE & remember you are fcking BEAUTIFUL TRULY TRULY BEAUTIFUL 💯% 💞', 'TRULY LOVE YOU BABE & remember you are fcking BEAUTIFUL', '💖💖💖💖🪩', 'Everybody listening??🌐🌐🌐', 'Un clip ...... pour chier.....', '❤️👌', ""childhood 90s memories: making a music video to this song with my cousins and sisters on our parent's vhs camcorder. Such a good song! Always hypes me up! Shania is awesome!"", 'Se não fosse pelos 5 Umpa Lumpa, o clip teria sido perfeito com a lindíssima Shania!!! 😍❤❤❤❤ 😅😅😅😅', 'Reminds me of an old commercial I saw in my childhood. I think it was shampoo related.', 'I love this song❤']"
192,dvfZ95ueOcQ,Selena - Amor Prohibido (Official Music Video),UCIZY5N1_e4yCLN7dd_vFJTw,SelenaVEVO,392939573,1989130,53994,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Latin_America', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M51S,"['Esto si es música ❤', '😢😢😢😢😢', 'tiamo', 'Dios te te de el descanso eterno sin sufrimiento selena Amén', 'Amor prohibido.ese es mi casó.', 'Está es música! ❤️❤️❤️', 'Canta demais ,linda demais que Deus a tenha 😢', 'Con unas ansias locas\nQuiero verte hoy\nEspero ese momento\nEn que escuche tu voz\nY cuando al fin\nEstemos juntos los dos\nQue importa que diran\nTu padre y tu mama\nAqui solo importa nuesto amor\nTe quiero\nAmor prohibido murmuran por las calles\nPorque somos de distintas sociedades\nAmor prohibido nos dice todo el mundo\nEl dinero no importa en ti ni en mi\nNi en el corazon oh, oh baby\nAunque soy pobre\nTodo esto que te doy\nVale mas que el dinero\nPorque si es amor\nY cuando al fin\nEstemos juntos los dos\nQue importa que dira\nTambien la sociedad\nAqui solo importa nuestro amor\nTe quiero\nAmor prohibido murmuran por las calles\nPorque somos de distintas sociedades\nAmor prohibido nos dice todo el mundo\nEl dinero no importa en ti ni en mi\nNi en el corazon oh, oh baby\nAmor prohibido murmuran por las calles\nPorque somos de distintas sociedades\nAmor prohibido nos dice todo el mundo\nEl dinero no importa en ti ni en mi\nNi en el corazon oh, oh baby\nAmor prohibido murmuran por las calles\nPorque somos de distintas sociedades\nAmor prohibido nos dice todo el mundo\nEl dinero no importa en ti ni en mi\nNi en el corazon oh, oh baby\nEl dinero no importa en ti ni en mi\nNi en el corazon oh\nEl dinero no importa en ti ni en mi\nSolo el nuestro amor', 'Con unas ansias locas\nQuiero verte hoy\nEspero ese momento\nEn que escuche tu voz\nY cuando al fin\nEstemos juntos los dos\nQue importa que diran\nTu padre y tu mama\nAqui solo importa nuesto amor\nTe quiero\nAmor prohibido murmuran por las calles\nPorque somos de distintas sociedades\nAmor prohibido nos dice todo el mundo\nEl dinero no importa en ti ni en mi\nNi en el corazon oh, oh baby\nAunque soy pobre\nTodo esto que te doy\nVale mas que el dinero\nPorque si es amor\nY cuando al fin\nEstemos juntos los dos\nQue importa que dira\nTambien la sociedad\nAqui solo importa nuestro amor\nTe quiero\nAmor prohibido murmuran por las calles\nPorque somos de distintas sociedades\nAmor prohibido nos dice todo el mundo\nEl dinero no importa en ti ni en mi\nNi en el corazon oh, oh baby\nAmor prohibido murmuran por las calles\nPorque somos de distintas sociedades\nAmor prohibido nos dice todo el mundo\nEl dinero no importa en ti ni en mi\nNi en el corazon oh, oh baby\nAmor prohibido murmuran por las calles\nPorque somos de distintas sociedades\nAmor prohibido nos dice todo el mundo\nEl dinero no importa en ti ni en mi\nNi en el corazon oh, oh baby\nEl dinero no importa en ti ni en mi\nNi en el corazon oh\nEl dinero no importa en ti ni en mi\nSolo el nuestro amor', 'Me encanta esta. Canción. ❤️ Selena es lindisima. 🫶🏻❤️🥰']"
193,uEJuoEs1UxY,Bebe Rexha - I Got You [Official Music Video],UC5-gWZXAQqSGVfPHkA7NRiQ,Bebe Rexha,385923286,3254270,86028,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M17S,"['Hi', 'I GOT YOU... I GOT YOU...', 'Неприлично красивая', ""I can see you hurting, secrets of desires and intuition to fit in getting me out of respect the humiliation, oh yeah, we can get low talking about things that make sense but don't because you say so, it can right the wrong into size never ending up the bottom where the top is delivered in spectacle of creation walking the line between what matters!"", 'I love you.      I got you ❤❤❤❤❤', 'May mga naligaw na Once 😂', 'She copied twice!!!', 'Gorgeous ❤', 'Twice', 'TWICE']"
194,jH1RNk8954Q,Ava Max - Kings &amp; Queens [Official Music Video],UCOwgc8DswjoBMuuUU2ScPvQ,Ava Max,384563788,3749389,87665,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M43S,"['Thats a jam', 'I like the song', ""the only problem, is that this isn't a one-sided problem. i couldn't even say which side has it worse, really.\n\nBoth sides have done well making the other miserable,\nand both dating and marriage kinda suck because of it.\n\n(usually men get physical problems, like money, house, maybe even need to work more due to such things. Or even lose his job. (and the emotional problem of not seeing kids, if kids. ALT: Confusion on what women want)\nand women get emotional problems from trauma to emotional abuse / gaslighting to... 'there is no problem we just aren't in love anymore' -- aka she wants excitement, not stability in the relationship (and the physical problems of being abused, if physical abuse.)"", 'Omg Ava, soooooo great you are doing so good, love it ❤❤❤', 'Who remembers alone pt 2 with alan walker\n👇👇👇👇👇👇👇👇', 'Would like to see her live', ""melody chorus stolen on bon jovi, aren't you so creative and stupid that you have to steal other people's songs , shame"", 'This song makes fell like a real queen everytime i listen to it', 'Great performance in Calabash Johannesburg. It was worthy', 'This song has surpassed 900 Million streams on Spotify']"
195,dxytyRy-O1k,BURN IT DOWN [Official Music Video] - Linkin Park,UCZU9T1ceaOgwfLRq7OKFU4Q,Linkin Park,383411180,2691616,116906,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT3M54S,"['Listening to Chester makes me emotional. Such a talented artist. Deeply missed R.I.P Chester', ""I love Linkin Park, I don't forget Chester and the other members of Linkin Park"", 'I love it 😍\nI want to  dance 😀', 'Yeah', 'I used to listen to this when I was a child, it hits harder now', 'Thanks Very Much Chester, Top music in my playlist a spotify <3\n\nFOREVER CHESTER AND LIKIN PARK.', 'Anyway you keep coming back to this.', '6/2/24 still listen❤❤', 'Rafaela fue al baño', 'I remember when Chester passed I was sad he was gone and it was hard for me to listen to Linkin Park it was never the same without him but when I seen their new music video Lost 😢 I started to listen to Linkin Park but for awhile but tragedy struck in 2024 my beautiful pet Lynx cat Raina Cade passed away a month ago and began coming back to Linkin Park to ease my heartache and sadness 😢 Raina & Chester I miss you both,']"
