,video_id,title,channel_id,channel_title,view_count,like_count,comment_count,wikipedia_categories,duration
581,KRxHaT0bTH8,Alec Benjamin - Pick Me [Official Music Video],UCtWBCzqucZXq0M8jsqunM0g,Alec Benjamin,86614,12427,781,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M55S
582,0ozRm_kLmRA,"SATURDAY MORNING JAZZ: Relaxing Jazz Music for Work, Study, Focus ☕ Cozy Coffee Shop Ambience",UCJhjE7wbdYAae1G25m0tHAA,Cafe Music BGM channel,81234,547,0,"['https://en.wikipedia.org/wiki/Jazz', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Latin_America']",P0D
583,SCgDHBE0xjg,MAANDY - &quot;MBICHI&quot; Ft BREEDER LW (Official Music Video),UCA-KAJf71B6_G_RFu94LB-Q,Maandy,77681,5556,496,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M30S
584,tVDJt_j-jss,Protoje - 30 Million (Official Music Video),UCYZo7CbLJjjfEOqYwknzzow,Protoje,71178,6226,606,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT3M40S
585,aD3rH1ZO7Pc,Joe Bonamassa &amp; Peter Frampton - &quot;Four Day Creep&quot; - Official Music Video,UCcCa2gD7AEA-6SVN8nZw_IA,JoeBonamassaTV,69580,2843,191,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",PT4M6S
586,JlH7eLdf1sA,بعملها كده - عنبه ( الحمد لله لوحدي حمله ) 2024 ‏ (Official Music Video) 3enba - b3melha Kda,UCy2rdGINR2BUqZoJEQ3Cz0g,مصطفى عنبه _ Mostafa 3enba,66666,5488,374,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT2M15S
587,lxWIim5Qn10,Mỹ Anh - Đánh Cược | OFFICIAL MUSIC VIDEO,UCTPlvjeNZyJEJPsftSroXGQ,Mỹ Anh,65428,1764,130,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M16S
588,eyumUqQNYgg,Jahvillani - Stars (Official Music Video),UC15aLLwHlL26jyK7iLgSUEQ,JahvillaniVEVO,65029,4254,334,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT2M40S
589,fm-xAcw6htg,"YENG, ARMANII - AnnaBella | Official Music Video",UC4L9nWU5oQo4BrnoHW96ziQ,IntenceVEVO,62615,7922,342,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Reggae']",PT2M40S
590,MPN9JwwTbSs,Talia Lahoud - El Khayar El Tani (Official Music Video) | تاليا لحود - الخيار التاني,UC4w-aUSqiGPicezOp13ChwQ,Talia Lahoud,64793,654,103,['https://en.wikipedia.org/wiki/Music'],PT3M47S
591,zpir0--j3RM,Alkaline Trio - Break (Official Music Video),UCxnS0WDBVfBnTP2e97DYDSA,riserecords,56927,2465,257,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT3M24S
592,yUXdpxkO2dk,KIDZ BOP Kids - If We Ever Broke Up (Official Music Video),UCVT_-zaehSM-8DMO5Gj3UuQ,KIDZBOPMusicVEVO,54211,293,0,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M23S
593,nB4qRLkpTtM,Lil Poppa - Pretty Penny (Official Music Video),UC6A6HellIIFY6mV2VLr4ijA,LilPoppaVEVO,51772,2912,122,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music']",PT3M34S
594,S3TwGJRGUSc,DVBBS &amp; Bad Nonno - Inside Out (Official Music Video),UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,58467,1646,98,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M54S
595,wd5-Y4lrhks,juju - Wasted Summers (Official Music Video),UCO0NO_NZe49EMn7A-BenzWQ,jujumusicVEVO,44624,2007,291,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M12S
596,wd5-Y4lrhks,juju - Wasted Summers (Official Music Video),UCO0NO_NZe49EMn7A-BenzWQ,jujumusicVEVO,44624,2007,291,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M12S
597,wd5-Y4lrhks,juju - Wasted Summers (Official Music Video),UCO0NO_NZe49EMn7A-BenzWQ,jujumusicVEVO,44624,2007,291,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M12S
598,wd5-Y4lrhks,juju - Wasted Summers (Official Music Video),UCO0NO_NZe49EMn7A-BenzWQ,jujumusicVEVO,44624,2007,291,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M12S
599,dPWTYdtoiUk,Lesti - Angin (Official Music Video) Reaction #lestikejora #lesti #angin #youtubemadeforyou,UCK7NplXDs8sMsSgMyqaqQMw,OVUADA OKPEN,52941,1965,35,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",PT56S
600,dPWTYdtoiUk,Lesti - Angin (Official Music Video) Reaction #lestikejora #lesti #angin #youtubemadeforyou,UCK7NplXDs8sMsSgMyqaqQMw,OVUADA OKPEN,52941,1965,35,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",PT56S
601,dPWTYdtoiUk,Lesti - Angin (Official Music Video) Reaction #lestikejora #lesti #angin #youtubemadeforyou,UCK7NplXDs8sMsSgMyqaqQMw,OVUADA OKPEN,52941,1965,35,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",PT56S
602,dPWTYdtoiUk,Lesti - Angin (Official Music Video) Reaction #lestikejora #lesti #angin #youtubemadeforyou,UCK7NplXDs8sMsSgMyqaqQMw,OVUADA OKPEN,52941,1965,35,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",PT56S
603,BVWkpWaYFq8,"Mr. Vegas, Kaka HighFlames, Laa Lee - Money Mike II | Official Music Video",UCxbOszNle3w9KubU6H-D43g,MrVegasVEVO,47123,621,44,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Reggae']",PT2M20S
604,BVWkpWaYFq8,"Mr. Vegas, Kaka HighFlames, Laa Lee - Money Mike II | Official Music Video",UCxbOszNle3w9KubU6H-D43g,MrVegasVEVO,47123,621,44,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Reggae']",PT2M20S
605,BVWkpWaYFq8,"Mr. Vegas, Kaka HighFlames, Laa Lee - Money Mike II | Official Music Video",UCxbOszNle3w9KubU6H-D43g,MrVegasVEVO,47123,621,44,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Reggae']",PT2M20S
606,BVWkpWaYFq8,"Mr. Vegas, Kaka HighFlames, Laa Lee - Money Mike II | Official Music Video",UCxbOszNle3w9KubU6H-D43g,MrVegasVEVO,47123,621,44,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Reggae']",PT2M20S
607,TjCpKEJqd7U,Rhea Raj - MESSY (Official Music Video),UCWSbLA8QCRULImdZUPt4qfw,Rhea Raj,41773,448,335,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M51S
608,TjCpKEJqd7U,Rhea Raj - MESSY (Official Music Video),UCWSbLA8QCRULImdZUPt4qfw,Rhea Raj,41773,448,335,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M51S
609,TjCpKEJqd7U,Rhea Raj - MESSY (Official Music Video),UCWSbLA8QCRULImdZUPt4qfw,Rhea Raj,41773,448,335,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M51S
610,TjCpKEJqd7U,Rhea Raj - MESSY (Official Music Video),UCWSbLA8QCRULImdZUPt4qfw,Rhea Raj,41773,448,335,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M51S
611,JLfS_swCBbQ,glaive - huh (official music video),UC99-EheTUUxh_CCY17u-cLg,glaiveVEVO,39695,4704,637,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M10S
612,JLfS_swCBbQ,glaive - huh (official music video),UC99-EheTUUxh_CCY17u-cLg,glaiveVEVO,39695,4704,637,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M10S
613,JLfS_swCBbQ,glaive - huh (official music video),UC99-EheTUUxh_CCY17u-cLg,glaiveVEVO,39695,4704,637,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M10S
614,JLfS_swCBbQ,glaive - huh (official music video),UC99-EheTUUxh_CCY17u-cLg,glaiveVEVO,39695,4704,637,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M10S
615,QB1bImApi90,The Elovaters - M.I.A (Music Video Teaser),UCb6r9H6WuL1IPboMd0QIx_g,THE ELOVATERS,41020,94,4,['https://en.wikipedia.org/wiki/Music'],PT12S
616,QB1bImApi90,The Elovaters - M.I.A (Music Video Teaser),UCb6r9H6WuL1IPboMd0QIx_g,THE ELOVATERS,41020,94,4,['https://en.wikipedia.org/wiki/Music'],PT12S
617,VABd5IHNeSQ,Anne Wilson - Rain In The Rearview (Official Music Video),UCZRGRRNaFd2FKLCR8eWTTew,AnneWilsonVEVO,38989,2784,155,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Country_music', 'https://en.wikipedia.org/wiki/Music']",PT3M6S
618,0zkef7hf3eU,KATAKLYSM - Goliath (OFFICIAL MUSIC VIDEO),UCoxg3Kml41wE3IPq-PC-LQw,Nuclear Blast Records,32681,2016,76,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",PT3M38S
619,EPylpJ3iKOE,NGÔ LAN HƯƠNG | Xuân 26 (Official Music Video) | Nhạc xuân 2024,UC6wjclMOHQJwOHrvqVRi5Jw,Ngô Lan Hương,30011,2299,164,['https://en.wikipedia.org/wiki/Music'],PT4M15S
620,SdoxIBCIR-Y,KMFDM - AIRHEAD (Official Music Video),UC1SuwvYIRGVHmfZG4HQ-4TA,KMFDM,29741,3064,420,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT4M42S
621,S31yBLWp0HM,清春 ｢SAINT｣ Official Music Video／New Album『ETERNAL』,UCN0by5FDpCIhSh0HDxSn80A,清春,27144,1602,0,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT4M39S
622,lOw152DoyX8,Christopher Martin - Gyallis | Official Music Video,UCmWhCtPs6nJROLmtrMmEODw,Christopher Martin,26579,2286,168,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Reggae']",PT3M52S
623,knUn8QGkbsI,LA Tone - Slide Bout It (Official Music Video),UCxwrqIf9736o3IZ-oVhQqbA,La Tone,33737,1642,169,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",PT2M19S
624,IRDSMDpg3Rc,Ruszó Tibi - Imát mondok (Official Music Video),UCdQBirZriN5T_Jct_Dgbnvg,TopManagement,25465,1316,49,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Latin_America', 'https://en.wikipedia.org/wiki/Pop_music']",PT2M28S
625,VcfF0lxgYko,Lanie Gardner - Six Feet Deep (Official Music Video),UC6TCuVvBWlZyByPnxE-p7Xg,Lanie Gardner,25518,2753,274,"['https://en.wikipedia.org/wiki/Country_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M46S
626,8rKsxf5D-48,BABYMETAL – メタり！！ (feat. Tom Morello) (OFFICIAL Live Music Video)　#Shorts,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,27350,4303,72,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",PT28S
627,ouMzyowzzJw,RIOT V - Feel The Fire (Official Music Video),UCqjP5TCnGhgJpLmndJhoJwg,RPM x Atomic Fire Records,24730,1018,64,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT4M13S
628,tZRI9YOt6Qg,BABYMETAL – メタり！！ (feat. Tom Morello) (OFFICIAL Live Music Video)　#Shorts,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,21885,3183,47,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT20S
629,qbAXXEQ3020,Alisher Bayniyazov &amp; Sevinch Ismoilova - Hayrana (Official Music Video),UCkge_ROTyTl_upAazRKvAKQ,Sevinch Ismoilova,53006,4008,300,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M6S
630,pR59tq4_jBA,MacKenzie Porter - Easy To Miss (Official Music Video),UCxWILQPZcYWxTBdZfNvv16A,MackenziePMusicVEVO,21465,399,24,"['https://en.wikipedia.org/wiki/Country_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",PT3M
631,2zqPMzHdQE4,BABYMETAL – メタり！！ (feat. Tom Morello) (OFFICIAL Live Music Video)　#Shorts,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,15325,2181,47,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",PT22S
632,3iD_75oS7ZU,BABYMETAL – メタり！！ (feat. Tom Morello) (OFFICIAL Live Music Video)　#Shorts,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,17019,2915,46,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Rock_music']",PT16S
633,GG_6Ak9WZO4,BABYMETAL – メタり！！ (feat. Tom Morello) (OFFICIAL Live Music Video)　#Shorts,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,11978,2131,36,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Rock_music']",PT23S
634,swCdh5OCyjw,the official music video for ‘skin and bones’ is out now,UClKtjI8iP1Q9EvsiqNbgYoQ,David Kushner,11078,2653,81,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",PT31S
635,9l5Y4YH2Fzw,AUTOTUNE VS NO AUTOTUNE #shorts #viral #tiktok,UC4uXDlTJeka44SoZMouB_cA,APELA NUMB,12049,1113,79,['https://en.wikipedia.org/wiki/Music'],PT40S
636,sTNnrNkboZA,Dire Straits - Sultans Of Swing (Official Music Video) #direstraits #sultansofswing,UC3Pw2V14oDXchVA-J5YtOjQ,joelson victorini,8263,606,9,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT27S
637,rX_ns09-gOs,Dire Straits - Sultans Of Swing (Official Music Video),UC3Pw2V14oDXchVA-J5YtOjQ,joelson victorini,5737,235,3,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT26S
638,4DodYCTCK4Y,BABYMETAL – メタり！！ (feat. Tom Morello) (OFFICIAL Live Music Video)　#Shorts,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,11896,1774,31,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Rock_music']",PT26S
639,n3-Lzgz4ECk,#Jaloliddin Ahmadaliyev - Qo&#39;qonlik (Official Music Video) #2024 #2023,UCaJtwyUwzapTOaoJuoEk9Pw,жахонгир 97,4485,114,4,['https://en.wikipedia.org/wiki/Music'],PT31S
640,tJDwtmW7SfY,Dire Straits - Sultans Of Swing (Official Music Video) #direstraits #sultansofswing,UC3Pw2V14oDXchVA-J5YtOjQ,joelson victorini,3360,156,0,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT24S
641,ejFURlSkkqA,Xuân 26 - OFFICIAL MUSIC VIDEO | OUT NOW !!!! 🔥🔥 #ngolanhuong #xuan26 #shorts,UC6wjclMOHQJwOHrvqVRi5Jw,Ngô Lan Hương,3372,147,4,['https://en.wikipedia.org/wiki/Music'],PT45S
642,kDo1KxXQiOQ,Twe Twe (Official Music Video) out now! @KizzDanielchannel 🔥 🌍 ⏳ Run it up!!,UCkBV3nBa0iRdxEGc4DUS3xA,Davido,3408,837,47,['https://en.wikipedia.org/wiki/Music'],PT37S
643,rtdQnBuird8,Lesti - Terkesan | Official Music Video | REACTION @LestiChannel,UCo9NvJhHOaDGlizAbVtlchg,UNCLE MOMO,2496,78,0,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",PT1M1S
644,Cgxh37RklRw,Dire Straits - Sultans Of Swing (Official Music Video),UC3Pw2V14oDXchVA-J5YtOjQ,joelson victorini,1724,108,3,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",PT39S
